id,name,relationship,relative,relativename
Q1032587,Ernest Maragall i Mira,father,Q19256882,Jordi Maragall i Noble
Q1032587,Ernest Maragall i Mira,sibling,Q111754364,Jordi Maragall i Mira
Q1032587,Ernest Maragall i Mira,sibling,Q111754386,Àngels Maragall i Mira
Q1032587,Ernest Maragall i Mira,sibling,Q355265,Pasqual Maragall i Mira
Q1032587,Ernest Maragall i Mira,sibling,Q60828861,Pau Malvido
Q1040591,Miriam Blasco,spouse,Q6120203,Nicola Fairbrother
Q1043072,Carlos Miranda y Elío,father,Q43094649,Carlos de Miranda y Quartín
Q104699047,Javier Oyarzun Iñarra,sibling,Q104698985,María Oyarzun Iñarra
Q104713075,Anna Grau,partner,Q3321086,Fernando Sánchez Dragó
Q104760631,Maria Jesús Viña Ariñoby OppsMetal,father,Q48475925,Josep Viña Boldó
Q105845741,Juan de la Cruz Garriga Dómenech,relative,Q62585987,Ignacio Garriga Vaz de Conceição
Q106571459,Pablo Larrauri Altonaga,child,Q97499013,Estibaliz Larrauri Aranguren
Q106572086,Esther Agirre Ruiz,spouse,Q3753862,Joseba Permach
Q106572093,José Antonio Etxeberria Arbelaiz,sibling,Q6946636,Rufi Etxeberria
Q10819,Mariano Rajoy,child,Q51168552,Mariano Rajoy Fernández
Q10819,Mariano Rajoy,child,Q51169419,Juan Rajoy Fernández
Q10819,Mariano Rajoy,father,Q22122581,Mariano Rajoy Sobredo
Q10819,Mariano Rajoy,mother,Q26405717,Olga Brey López
Q10819,Mariano Rajoy,spouse,Q3051822,Elvira Fernández
Q108784512,Manuel Durán Giménez-Rico,father,Q55230018,Hipólito Durán Sacristán
Q10975364,Xabier Mikel Errekondo,child,Q30348992,Lur Errekondo
Q11037788,Josep Andreu Domingo,relative,Q4801796,Arturo Sarukhán
Q111221481,Fernando de la Serna Inciarte,father,Q5667391,Alfonso de la Serna
Q116812,Oriol Junqueras,sibling,Q108185246,Roger Junqueras i Vies
Q116812,Oriol Junqueras,spouse,Q58226735,Neus Bramona
Q11685275,Jone Berriozabal Bóveda,father,Q93381169,Román Berriozabal Azpitarte
Q11685445,Joseba Álvarez,father,Q1019186,Txillardegi
Q11689876,Luis Planas,relative,Q9013237,Josep Maria Planes i Martí
Q11690740,Manuela de Madre,spouse,Q11905846,Antoni Fogué i Moya
Q11692643,Miguel Buen,sibling,Q11922959,Francisco Buen Lacambra
Q11703587,Santiago Abascal Conde,father,Q33523898,Santiago Abascal Escuza
Q11703587,Santiago Abascal Conde,relative,Q63948239,Begoña Conde Álvarez
